Plu_No,SalesMode,UnitPrice,Weight,PackQuant,Tare,DateFlag,ShelfLife,ExMessage1,PosCode,Posflag,PosSelect,OpenPrice,FreeMsg1,FreeMsg2,FreeMsg3,FreeMsg4,FreeMsg5,FreeMsg6,FreeMsg7,FreeMsg8,FreeMsg9,FreeMsg10,FreeMsg11,FreeMsg12,FreeMsg13,FreeMsg14,FreeMsg15,Logo1,TargetLimitLevel3,WindowsFontId,TargetLimitLevel2,IngredPrintFlag,Ean128CodeType,LotNo,PosCode2,CustomText,3rdLabelNo,3rdLabelFlag,TrayHold,TrayFeedStop,EslDispPattern,RankMaster,SubLabelPrint,TrayCentering,LockFlag,PresetGroup,BarcodePrint,TrayHeightAutoDetect,IXResavationNo,JulianDateFlag,PriceGroup1,PriceGroup2,PriceGroup3,PriceGroup4,PriceGroup5,LabelFormatNoPrep,Upper1CassetteCheck,BoxQuant,PlantSymbol,UnderCassetteCheck,LabelFormatNo3,PackedPlant,RecycleMark,Upper2PrintPos,PrinterSel,WarningWeight,T2Weight,Upper2CassetteCheck,Upper1PrintPos,PhotoNo,BestBeforeTime,Upper2LabelNo,BestBeforeTimeFlag,ThirdPluNo,T1Weight,Caloriy_No,MDNo,PrinterHeight,UpperWeight,Nominal,LinkPluNo,DepositFlag,MarkPrice,MarkFlag,TaxMode,TaxRate,ExMessage2,ExMessage3,PointType,PointFlag,Points,SafeHandlingFlag,FeeFlag,TraceFlag,TargetLimit,SchemeNo,CookingNo,Fee,TargetFlag,CostPrice,DeptCode,GroupCode,ItemCode,PopMsg,Coupon,TimeFlag,PackTime,ExpTimeFlag,ExpTime,SecondPrice,ImageNo,Logo3,Unit,BestBeforeFlag,BestBefore,RegCode,SafeHandlingNo,ForcedTare,No2PrintFlag,WrappingMode,WrappingSpeed,Volume,LabellingPos,Rotate,BarCodeNum,TotalsFlag,TopPrintFlag,BottomPrintFlag,EyeCatchPrintFlag,TopBarFlag,PrintFlag,TrayFlag,PopFlag,TopTypeFlag,CostPriceFlag,ServeHeight,LabellingMode,Wrapping,PosFlagSelect,SecondBotPrintFlag,FeedRate,StockFlag,Random,SalesLife,Logo2,PropTare,StoreId,LabelFormatNo1,LabelFormatNo2,No2Tare,UpperLimit,LowerLimit,TrayNo,Line1,Line2,Line3,Line4,Line5,Line6,Line7,Line8,Line9,Line10,Line11,Line12,Line13,Line14,Line15,Line16,Line17,Line18,Line19,Line20
584,0,2299,0,0,5,3,5,0,"584",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,584,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BONE-IN LAMB SHOULDER","","","","","","","","","","","","","","","","","","",""
585,0,2999,0,0,5,3,5,0,"585",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,585,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BONELESS LAMB SHOULDER","","","","","","","","","","","","","","","","","","",""
586,0,3999,0,0,5,3,5,0,"586",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,586,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB CHUMP ROAST","","","","","","","","","","","","","","","","","","",""
587,0,1899,0,0,5,3,5,0,"587",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,587,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN BREAST FILLETS","","","","","","","","","","","","","","","","","","",""
588,0,1799,0,0,5,3,5,0,"588",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,588,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN THIGH FILLETS","","","","","","","","","","","","","","","","","","",""
589,0,1699,0,0,5,3,5,0,"589",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,589,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN THIGH CUTLETS","","","","","","","","","","","","","","","","","","",""
590,0,699,0,0,5,3,183,0,"590",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,590,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN WINGS","","","","","","","","","","","","","","","","","","",""
591,0,699,0,0,5,3,183,0,"591",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,591,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN DRUMSTICKS","","","","","","","","","","","","","","","","","","",""
592,0,999,0,0,25,3,183,0,"592",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,592,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN MARYLANDS","","","","","","","","","","","","","","","","","","",""
593,0,2099,0,0,5,3,5,0,"593",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,593,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN TENDERLOINS","","","","","","","","","","","","","","","","","","",""
594,0,2699,0,0,5,3,5,0,"594",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,594,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN SCHNITZEL","","","","","","","","","","","","","","","","","","",""
595,1,1999,0,0,5,3,5,0,"595",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,595,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BANNOCKBURN","NO.16 FREE ","RANGEWHOLE ","CHICKEN","","","","","","","","","","","","","","","",""
596,1,1999,0,0,5,3,5,0,"596",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,596,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"NO.16","FREE RANGE","WHOLE ","CHICKEN","","","","","","","","","","","","","","","",""
597,1,299,0,0,5,3,5,0,"597",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,597,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN SOUVLAKI","","","","","","","","","","","","","","","","","","",""
598,0,1899,0,0,5,3,5,0,"598",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,598,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHICKEN MINCE","","","","","","","","","","","","","","","","","","",""
599,0,2999,0,0,5,3,18,0,"599",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,599,0,0,0,0,0,0,0,0,100,0,2,18,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK FILLET","","","","","","","","","","","","","","","","","","",""
600,0,2899,0,0,5,3,5,0,"600",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,600,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"DICED PORK","","","","","","","","","","","","","","","","","","",""
601,0,2299,0,0,5,3,5,0,"601",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,601,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK LOIN CHOPS","","","","","","","","","","","","","","","","","","",""
602,0,2499,0,0,5,3,5,0,"602",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,602,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK SCOTCH FILLET STEAK","","","","","","","","","","","","","","","","","","",""
603,0,2999,0,0,5,3,5,0,"603",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,603,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK MEDALLIONS","","","","","","","","","","","","","","","","","","",""
604,0,2999,0,0,5,3,5,0,"604",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,604,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK CUTLETS","","","","","","","","","","","","","","","","","","",""
605,0,2799,0,0,5,3,183,0,"605",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,605,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK USA RIBS","","","","","","","","","","","","","","","","","","",""
606,0,2299,0,0,5,3,5,0,"606",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,606,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK SPARE RIBS","","","","","","","","","","","","","","","","","","",""
607,0,2299,0,0,5,3,5,0,"607",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,607,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK BELLY","","","","","","","","","","","","","","","","","","",""
608,0,1899,0,0,5,3,5,0,"608",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,608,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK LEG ROAST","","","","","","","","","","","","","","","","","","",""
609,0,2999,0,0,5,3,5,0,"609",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,609,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BONELESS PORK LOIN ROAST","","","","","","","","","","","","","","","","","","",""
610,0,5899,0,0,5,3,5,0,"610",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,610,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CRUMBED VEAL SCHNITZEL","","","","","","","","","","","","","","","","","","",""
611,0,5999,0,0,5,3,5,0,"611",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,611,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"VEAL SCHNITZEL","","","","","","","","","","","","","","","","","","",""
612,0,2999,0,0,5,3,183,0,"612",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,612,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"VEAL OSSO-BUCCO","","","","","","","","","","","","","","","","","","",""
613,0,4999,0,0,5,3,5,0,"613",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,613,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"VEAL CHOPS","","","","","","","","","","","","","","","","","","",""
614,0,2499,0,0,5,3,5,0,"614",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,614,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PREMIUM MINCE","","","","","","","","","","","","","","","","","","",""
615,0,2999,0,0,5,3,5,0,"615",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,615,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LEAN MINCE","","","","","","","","","","","","","","","","","","",""
616,0,2499,0,0,5,3,5,0,"616",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,616,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BURGER MINCE","","","","","","","","","","","","","","","","","","",""
617,0,2999,0,0,5,3,5,0,"617",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,617,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"VEAL MINCE","","","","","","","","","","","","","","","","","","",""
618,0,2499,0,0,5,3,5,0,"618",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,618,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"PORK MINCE","","","","","","","","","","","","","","","","","","",""
619,0,2999,0,0,5,3,5,0,"619",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,619,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB MINCE","","","","","","","","","","","","","","","","","","",""
